0.9763800003249725,0.9763800003249725,
0.9990044813741077,0.9990044813741077,
1.0522064420638848,1.0522064420638848,
1.195653321552814,1.195653321552814,
1.3918810781170932,1.3918810781170932,
1.662071561559754,1.662071561559754,
1.9880970081615785,1.9880970081615785,
2.35478149024782,2.35478149024782,
2.6989009170363234,2.6989009170363234,
2.956108194084079,2.956108194084079,
3.1678480219944474,3.1678480219944474,
3.4241709922481034,3.4241709922481034,
3.7181112622486276,3.7181112622486276,
4.043346203538802,4.043346203538802,
4.39330212222573,4.39330212222573,
4.756277797476539,4.756277797476539,
5.135604472195548,5.135604472195548,
5.530925305845154,5.530925305845154,
5.9393856120557835,5.9393856120557835,
