11	6	1.0812999	25
9	3	1.230818	26
22	13	1.2487261	27
4	1	1.3885384	28
20	7	1.3914392	29
10	2	1.4308025	30
12	8	1.4369253	31
16	5	1.5626047	32
27	23	1.8294175	33
21	15	1.8844192	34
29	17	1.9461713	35
24	18	1.9854732	36
25	14	2.1276329	37
32	36	2.3280175	38
35	28	2.4910512	39
31	19	2.4971008	40
38	30	2.5711122	41
34	26	2.987462	42
40	39	3.1919622	43
42	37	3.8709311	44
41	44	4.277266	45
45	43	4.700746	46
46	33	5.2763886	47
