10	5	1.0812999
8	2	1.230818
21	12	1.2487261
3	0	1.3885384
19	6	1.3914392
9	1	1.4308025
11	7	1.4369253
15	4	1.5626047
21	22	1.8294175
20	14	1.8844192
19	16	1.9461713
23	17	1.9854732
10	13	2.1276329
15	23	2.3280175
19	3	2.4910512
11	18	2.4971008
15	9	2.5711122
20	8	2.987462
11	19	3.1919622
20	10	3.8709311
15	20	4.277266
15	11	4.700746
15	21	5.2763886
